CASE_NUMBER,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
I-200-18039-404668,CERTIFIED,3/7/18,3/13/18,H-1B,8/10/18,8/9/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,POORAK_ SHARON,ATLANTA,GA,SENIOR CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"74,714.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"74,714.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18053-763588,CERTIFIED,3/2/18,3/8/18,H-1B,3/5/18,3/5/21,HEWLETT PACKARD ENTERPRISE COMPANY,,14231 TANDEM BLVD.,AUSTIN,TX,78728,UNITED STATES OF AMERICA,,6508571501,,Y,ESPINAL_ MARGARET,SANTA CLARA,CA,SYSTEMS/SOFTWARE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,54151,10,0,0,0,0,10,0,Y,"125,530.00",Year,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,"125,530.00","145,000.00",Year,N,N,NA,,,SAN JOSE,SANTA CLARA,CA,95134,
I-200-18061-418560,CERTIFIED,3/6/18,3/12/18,H-1B,9/1/18,8/31/21,D'AMATO CONVERSANO_ INC.,DCI ENGINEERS,818 STEWART STREET,SEATTLE,WA,98101,UNITED STATES OF AMERICA,,2067878934,,Y,YU_ JESSICA,SEATTLE,WA,STRUCTURAL ENGINEER,17-2051,CIVIL ENGINEERS,541330,1,1,0,0,0,0,0,Y,"61,261.00",Year,N/A,Other,2018,ZWEIGWHITE: SALARY SURVEY OF MOUNTAIN AND PACIFIC ENGINEERING FIRMS,"61,261.00",0,Year,N,N,NA,,,SEATTLE,KING,WA,98101,
I-200-18026-090664,CERTIFIED,3/7/18,3/13/18,H-1B,7/28/18,7/27/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,LUNA_ PATRICIA,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,096.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18061-910341,CERTIFIED-WITHDRAWN,3/6/18,5/2/18,H-1B,9/1/18,8/31/21,D'AMATO CONVERSANO_ INC.,DCI ENGINEERS,818 STEWART STREET,SEATTLE,WA,98101,UNITED STATES OF AMERICA,,2067878934,,Y,YU_ JESSICA,SEATTLE,WA,STRUCTURAL ENGINEER,17-2051,CIVIL ENGINERS,541330,1,1,0,0,0,0,0,Y,"61,900.00",Year,N/A,Other,2018,ZWEIGWHITE: SALARY SURVEY OF MOUNTAIN AND PACIFIC ENGINEERING FIRMS,"61,900.00",0,Year,N,N,NA,,,LOS ANGELES,LOS ANGELES,CA,90017,3/9/18
I-200-18053-312716,CERTIFIED,3/7/18,3/13/18,H-1B,8/27/18,8/26/21,FIRST REPUBLIC BANK,N/A,111 PINE STREET,SAN FRANCISCO,CA,94111,UNITED STATES OF AMERICA,N/A,4152495535,,Y,GROBAN_ JR._ ROBERT,NEW YORK,NY,FINANCIAL ANALYST,13-2051,FINANCIAL ANALYSTS,522110,1,1,0,0,0,0,0,Y,"84,773.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"95,000.00",0,Year,N,N,NA,Y,,SAN FRANCISCO,SAN FRANCISCO,CA,94111,
I-200-18066-850686,CERTIFIED,3/7/18,3/13/18,H-1B,9/6/18,9/5/21,MURPHY-BROWN LLC,SMITHFIELD HOG PRODUCTION,200 COMMERCE ST,SMITHFIELD,VA,23430,UNITED STATES OF AMERICA,,7573653520,,Y,BEARDSLEY_ RACHEL,NEW YORK,NY,MANAGER IN TRAINING 2,Nov-13,FARMERS_ RANCHERS_ AND OTHER AGRICULTURAL MANAGERS,112210,1,1,0,0,0,0,0,Y,"33,660.00",Year,N/A,Other,2017,AGCAREERS.COM COMPENSATION BENCHMARK REVIEW,"33,660.00","42,000.00",Year,N,N,NA,Y,,PRINCETON,MERCER,MO,64673,
I-200-18060-754444,CERTIFIED,3/2/18,3/8/18,H-1B,8/30/18,8/29/21,LINKEDIN CORPORATION,N/A,1000 WEST MAUDE AVENUE,SUNNYVALE,CA,94085,UNITED STATES OF AMERICA,,6506873600,,Y,SAAVEDRA_ DORA,SAN FRANCISCO,CA,SOFTWARE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,518112,1,1,0,0,0,0,0,Y,"116,908.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"116,908.00","161,000.00",Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
I-200-18058-008382,CERTIFIED,3/6/18,3/12/18,H-1B,9/5/18,9/5/21,WHITE & CASE LLP,,WHITE & CASE LLP,NEW YORK,NY,10020-1095,UNITED STATES OF AMERICA,,2128198200,,Y,GUPTA_ POONAM,NEW YORK,NY,ASSOCIATE,23-1011,LAWYERS,541110,8,6,0,0,0,2,0,Y,"81,931.00",Year,Level I,OES,2017,OFLC ONLINE WAGE LIBRARY,"180,000.00","210,000.00",Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10020,
I-200-18064-259158,DENIED,3/5/18,3/9/18,H-1B,6/22/18,6/22/21,DROPBOX_ INC.,,333 BRANNAN STREET,SAN FRANCISCO,CA,94107,UNITED STATES OF AMERICA,,4159308733,,Y,HARRIS_ RYAN,SAN FRANCISCO,CA,SOFTWARE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,518210,1,0,1,0,0,0,0,Y,"207,857.00",Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,"165,000.00","215,000.00",Year,N,N,NA,,,SAN FRANCISCO,SAN FRANCISCO,CA,94107,
I-200-18066-592354,CERTIFIED,3/7/18,3/13/18,H-1B,3/16/18,3/15/21,ORACLE AMERICA_ INC,N/A,500 ORACLE PARKWAY,REDWOODSHORES,CA,94065,UNITED STATES OF AMERICA,,6505067000,,Y,JEN_ CINDY,SANTA CLARA,CA,USER EXPERIENCE DEVELOPER -PRODDEV,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,512210,10,2,2,2,0,2,2,Y,"110,307.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"110,307.00","114,545.00",Year,N,N,NA,,,REDWOOD SHORES,SAN MATEO,CA,94065,
I-200-18065-488521,CERTIFIED,3/7/18,3/13/18,H-1B,9/4/18,9/3/21,CELLCO PARTNERSHIP,VERIZON WIRELESS,600 HIDDEN RIDGE,IRVING,TX,75038,UNITED STATES OF AMERICA,,3033052934,,Y,REES_ BRENT,ADDISON,TX,CONSULTANT-DATABASE MARKETING,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,517212,1,1,0,0,0,0,0,Y,"84,109.00",Year,N/A,Other,2017,MERCER BENCHMARK DATABASE,"85,000.00",0,Year,N,N,NA,,,BASKING RIDGE,SOMERSET,NJ,7920,
I-200-18060-205737,WITHDRAWN,3/5/18,3/6/18,H-1B,8/31/18,8/30/21,CUMMINS INC.,,2931 ELM HILL PIKE,NASHVILLE,TN,37214,UNITED STATES OF AMERICA,,6159862590,,Y,PETERSON-ROSS_ CHERI,CHICAGO,IL,SOURCING ANALYST,15-2031,OPERATIONS RESEARCH ANALYSTS,3336,3,3,0,0,0,0,0,Y,"56,784.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"56,784.00","75,000.00",Year,N,N,NA,,,COLUMBUS,BARTHOLOMEW,IN,47201,
I-200-18059-759333,CERTIFIED,2/28/18,3/6/18,H-1B,2/28/18,2/28/21,MASTECH DIGITAL ALLIANCES_ INC._ A MASTECH DIGITAL_ INC. COMPANY,MASTECH DIGITAL ALLIANCES_ INC.,1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,15108,UNITED STATES OF AMERICA,,4127872100,9553,N,_,,,SENIOR SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,6,1,1,1,1,1,1,Y,"92,747.00",Year,Level III,OES,2018,OFLC (ONLINE DATA CENTER),"92,747.00","107,747.00",Year,Y,N,Y,Y,,JOHNSTON,PROVIDENCE,RI,2919,
I-200-18065-529992,CERTIFIED,3/8/18,3/14/18,H-1B,9/4/18,9/3/21,VERIZON SERVICES CORP.,,600 HIDDEN RIDGE,IRVING,TX,75038,UNITED STATES OF AMERICA,,9724577132,,Y,REES_ BRENT,ADDISON,TX,MANAGER-PROJECT MANAGEMENT/IMPLEMENTATION,15-1199,COMPUTER OCCUPATIONS_ ALL OTHER,517919,1,1,0,0,0,0,0,Y,"115,600.00",Year,N/A,Other,2017,TOWERS WATSON ENGINEERING_ DESIGN AND TECHNICAL SPECIALTY COMPENSATION SURVEY,"120,960.00",0,Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10007,
I-200-18070-015809,CERTIFIED,3/11/18,3/15/18,H-1B,8/28/18,8/28/21,SYSINTELLI INC,N/A,9466 BLACK MOUNTAIN ROAD,SAN DIEGO,CA,92126,UNITED STATES OF AMERICA,N/A,8582711600,,Y,BAGHANI_ PANTEHA,SAN DIEGO,CA,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541519,1,1,0,0,0,0,0,Y,"79,414.00",Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,"80,000.00",0,Year,Y,N,Y,,,PLANO,COLLIN,TX,75024,
I-200-18067-333412,CERTIFIED,3/9/18,3/15/18,H-1B,3/16/18,3/15/21,GOOGLE LLC,N/A,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,TSEUNG_ ASHLEY,RICHARDSON,TX,SOFTWARE ENGINEER 1615.37809,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,0,0,0,0,1,0,Y,"110,208.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"125,000.00",0,Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
I-200-18061-580079,DENIED,3/9/18,3/14/18,H-1B,5/1/18,9/30/18,DART GLOBAL LOGISTICS INC,N/A,147-60 175TH STREET,JAMAICA,NY,11434,UNITED STATES OF AMERICA,N/A,7189786444,,Y,LIU_ FRANK,FLUSHING,NY,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,541614,1,0,1,0,0,0,0,Y,"77,459.00",Year,Level II,Other,2018,OFLC ONLINE DATA CENTER,"76,000.00",0,Year,N,N,NA,Y,,JAMAICA,QUEENS,NY,11434,
I-200-18058-716493,CERTIFIED,2/27/18,3/5/18,H-1B,3/8/18,3/8/21,SYNECHRON_ INC.,,11 TIMES SQUARE,NEW YORK,NY,10036,UNITED STATES OF AMERICA,,9546715349,,Y,SINGH_ RAJDEEP,ATLANTA,GA,SPECIALIST-TECHNOLOGY/SOFTWARE DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541511,1,0,0,0,0,0,1,Y,"87,200.00",Year,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SUR,"89,250.00",0,Year,Y,N,Y,Y,,CHARLOTTE,MECKLENBURG,NC,28202,
I-200-18057-839398,CERTIFIED,3/5/18,3/9/18,H-1B,8/28/18,8/27/21,DELOITTE CONSULTING LLP,N/A,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,N/A,9736025495,,Y,LUNA_ PATRICIA,ATLANTA,GA,CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,3,1,0,1,0,1,0,Y,"57,096.00",Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,"57,096.00",0,Year,N,N,NA,,,PHILADELPHIA,PHILADELPHIA,PA,19103,
I-200-18070-860959,CERTIFIED,3/11/18,3/15/18,H-1B,9/5/18,9/4/21,DELOITTE CONSULTING LLP,,1700 MARKET STREET,PHILADELPHIA,PA,19103,UNITED STATES OF AMERICA,,2152462300,,Y,MICHAELS_ REBECCA,TORONTO,,ANALYST,15-1143,COMPUTER NETWORK ARCHITECTS,54161,3,3,0,0,0,0,0,Y,"61,600.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"61,600.00",0,Year,N,N,NA,,,ATLANTA,FULTON,GA,30303,
I-200-18067-877297,CERTIFIED,3/8/18,3/14/18,H-1B,9/1/18,9/1/21,STUDIO T-SQ INC.,,304 12TH STREET_ SUITE 2A,OAKLAND,CA,94607,UNITED STATES OF AMERICA,,5104512850,,Y,CAI_ TERESA,SAN JOSE,CA,INTERN ARCHITECT,17-1011,ARCHITECTS_ EXCEPT LANDSCAPE AND NAVAL,54131,1,1,0,0,0,0,0,Y,"47,200.00",Year,N/A,Other,2017,THE AMERICAN INSTITUTE OF ARCHITECTS COMPENSATION REPORT,"49,000.00",0,Year,N,N,NA,Y,,OAKLAND,ALAMEDA COUNTY,CA,94607,
I-200-18068-993628,CERTIFIED,3/9/18,3/15/18,H-1B,9/8/18,9/8/21,PERKINS EASTMAN ARCHITECTS DPC,,115 5TH AVENUE_ THIRD FLOOR,NEW YORK,NY,10003,UNITED STATES OF AMERICA,,2123537496,,Y,ELLIOTT_ KENDRA,ENOLA,PA,ARCHITECTURAL DESIGNER I,17-1011,ARCHITECTS_ EXCEPT LANDSCAPE AND NAVAL,541310,1,1,0,0,0,0,0,Y,"55,120.00",Year,N/A,Other,2017,AIA COMPENSATION REPORT A SURVEY OF US ARCHITECTURE,"55,120.00","65,000.00",Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10003,
I-200-18060-641539,CERTIFIED,3/8/18,3/14/18,H-1B,8/31/18,8/30/21,SEMTECH CORPORATION,,200 FLYNN ROAD,CAMARILLO,CA,93012,UNITED STATES OF AMERICA,,8054802149,,Y,GRZEGOREK_ KATHLEEN,LOS ANGELES,CA,SYSTEMS DESIGN ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,423690,1,1,0,0,0,0,0,Y,"120,073.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"130,000.00","151,000.00",Year,N,N,NA,,,SAN JOSE,SANTA CLARA,CA,95131,
I-200-18064-058573,CERTIFIED,3/9/18,3/15/18,H-1B,3/12/18,3/11/21,INFORMATION CONTROL COMPANY LLC,,2500 CORPORATE EXCHANGE DRIVE,COLUMBUS,OH,43231,UNITED STATES OF AMERICA,,6145233070,206,Y,CRUSHA_ JEFFREY,SAN FRANCISCO,CA,SENIOR CONSULTANT (JAVA DEVELOPER),15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,5415,1,0,0,0,0,0,1,Y,"68,471.00",Year,N/A,Other,2017,MERCER BENCHMARK DATABASE SURVEY,"77,000.00",0,Year,Y,N,Y,Y,,COLUMBUS,FRANKLIN,OH,43231,
I-200-18064-867249,CERTIFIED,3/5/18,3/9/18,H-1B,9/1/18,9/1/21,INOVENTURES LLC,,1420 SPRING HILL ROAD,MCLEAN,VA,22102,UNITED STATES OF AMERICA,,7039176622,,Y,LEE_ RAMI,PITTSBURGH,PA,DATABASE/PL SQL DEVELOPER,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,1,0,0,0,0,0,Y,"61,942.00",Year,Level I,OES,2018,OFLC ONLINE DATA CENTER,"61,942.00",0,Year,N,N,NA,,,SUITLAND,PRINCE GEORGE'S COUNTY,MD,20746,
I-200-18067-367605,CERTIFIED,3/8/18,3/14/18,H-1B,7/1/18,6/30/20,YALE-NEW HAVEN HOSPITAL,,20 YORK STREET,NEW HAVEN,CT,6510,UNITED STATES OF AMERICA,,2036882259,,Y,HOPWOOD_ LAUREN,NEW HAVEN,CT,RESIDENT PHYSICIAN,29-1069,PHYSICIANS AND SURGEONS_ ALL OTHER,622110,1,0,0,0,0,1,0,Y,"65,509.00",Year,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPEND AND BENEFITS REPORT,"72,636.00",0,Year,N,N,NA,Y,,NEW HAVEN,NEW HAVEN,CT,6510,
I-203-18066-216249,CERTIFIED,3/7/18,3/13/18,E-3 Australian,3/26/18,3/25/20,ADOBE SYSTEMS INCORPORATED,,345 PARK AVENUE,SAN JOSE,CA,95110-2704,UNITED STATES OF AMERICA,,4158322376,,Y,EMRALINO_ JESTHERLYNN,SANTA CLARA,CA,ADOBE SIGN ACCOUNT EXECUTIVE,41-9031,SALES ENGINEERS,541512,1,1,0,0,0,0,0,Y,"83,158.00",Year,N/A,Other,2018,RADFORD GLOBAL SALES SURVEY,"83,158.00",0,Year,,,,,,SAN JOSE,SANTA CLARA,CA,95110,
I-200-18058-684127,CERTIFIED,2/27/18,3/5/18,H-1B,7/9/18,7/8/21,TRINITY HEALTH OF NEW ENGLAND PROVIDER NETWORK ORGANIZATION_ INC.,,114 WOODLAND STREET,HARTFORD,CT,6105,UNITED STATES OF AMERICA,,8607149333,,Y,WIZNER_ ANDREW,HARTFORD,CT,STAFF PHYSICIAN (NOCTURNIST HOSPITALIST),29-1063,INTERNISTS_ GENERAL,622110,3,3,0,0,0,0,0,Y,"148,782.00",Year,Level II,OES,2017,,"150,000.00","500,000.00",Year,N,N,NA,,,HARTFORD,HARTFORD,CT,6105,
I-200-18066-471033,CERTIFIED,3/7/18,3/13/18,H-1B,8/27/18,8/26/21,UNIVERSITY OF TEXAS RIO GRANDE VALLEY,N/A,1201 WEST UNIVERSITY DRIVE,EDINBURG,TX,78539,UNITED STATES OF AMERICA,,9566652451,3021,N,_,,,ASSISTANT PROFESSOR - FINANCE,25-1011,BUSINESS TEACHERS_ POSTSECONDARY,611310,1,1,0,0,0,0,0,Y,"24,800.00",Year,Level I,OES,2017,,"150,000.00",0,Year,N,N,NA,,,EDINBURG,HIDALGO,TX,78539-2999,
I-200-18047-715033,CERTIFIED,2/28/18,3/6/18,H-1B,2/28/18,2/27/21,ADS ALLIANCE DATA SYSTEMS_ INC.,,100 MONTGOMERY ST.,SAN FRANCISCO,CA,94104,UNITED STATES OF AMERICA,,4153676876,,Y,DUONG_ DAVID,ADDISON,TX,DEVELOPER_ SR.,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541910,1,0,0,0,0,1,0,Y,"105,030.00",Year,N/A,Other,2017,U.S. BUREAU OF LABOR STATISTICS - OCCUPATION EMPLOYMENT AND WAGES,"120,000.00",0,Year,N,N,NA,,,SAN DIEGO,SAN DIEGO,CA,92121,
I-200-18051-893246,CERTIFIED,2/27/18,3/5/18,H-1B,8/22/18,8/21/21,CH2M HILL_ INC.,N/A,9191 S. JAMAICA STREET,ENGLEWOOD,CO,80112,UNITED STATES OF AMERICA,,7202860827,,Y,GROSS_ MATTHEW,DALLAS,TX,GEOTECHNICAL ENGINEER,17-2051,CIVIL ENGINEERS,237990,1,1,0,0,0,0,0,Y,"71,030.00",Year,N/A,Other,2017,DIETRICH FALL 2017 ENGINEERING SALARY SURVEY,"75,000.00",0,Year,N,N,NA,,,NEW YORK,NEW YORK,NY,10007,
I-200-18057-481086,CERTIFIED,2/27/18,3/5/18,H-1B,3/5/18,3/4/21,CLUMIO_ INC.,N/A,150 MATHILDA PLACE_ SUITE 202,SUNNYVALE,CA,94086,UNITED STATES OF AMERICA,N/A,6506449420,,Y,GAN_ NING,SAN JOSE,CA,DIRECTOR_ PRODUCT MANAGEMENT,Nov-21,MARKETING MANAGERS,518210,1,0,0,0,0,1,0,Y,"130,000.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"150,000.00","190,000.00",Year,N,N,NA,,,SUNNYVALE,SANTA CLARA,CA,94086,
I-200-18059-188545,CERTIFIED,2/28/18,3/6/18,H-1B,8/28/18,8/28/21,LINEAR TECHNOLOGY LLC,,1630 MCCARTHY BLVD.,MILPITAS,CA,95035,UNITED STATES OF AMERICA,,4084321900,2303,Y,HAYES_ KELLI,CINCINNATI,OH,APPLICATION ENGINEER,17-2072,ELECTRONICS ENGINEERS_ EXCEPT COMPUTER,334413,1,1,0,0,0,0,0,Y,"99,244.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"111,727.00",0,Year,N,N,NA,,,MILPITAS,SANTA CLARA,CA,95035,
I-200-18051-158845,CERTIFIED,3/8/18,3/14/18,H-1B,7/1/18,7/1/21,SAP INDUSTRIES_ INC.,,3999 WEST CHESTER PIKE,NEWTOWN SQUARE,PA,19073,UNITED STATES OF AMERICA,,6106611000,,Y,SHAH_ RAHUL,MATAWAN,NJ,SENIOR SALES SPECIALIST,41-9031,SALES ENGINEERS,54151,1,0,1,0,0,0,0,Y,"92,403.00",Year,N/A,Other,2017,2017 US MERCER BENCHMARK DATABASE SALES/MARKETING/COMMUNICATIONS SURVEY REPORT,"120,000.00",0,Year,N,N,NA,,,PALO ALTO,SANTA CLARA,CA,94304,
I-200-18066-425768,CERTIFIED,3/9/18,3/15/18,H-1B,9/5/18,9/4/21,LAM RESEARCH CORPORATION,,4650 CUSHING PARKWAY,FREMONT,CA,94538,UNITED STATES OF AMERICA,,5105728400,,Y,DRESSLER_ LICEGE,SAN JOSE,CA,SOFTWARE ENGINEER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,333295,1,1,0,0,0,0,0,Y,"106,105.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"106,105.00",0,Year,N,N,NA,Y,,FREMONT,ALAMEDA,CA,94538,
I-200-18069-348697,CERTIFIED,3/10/18,3/15/18,H-1B,9/5/18,9/4/21,WAYMO LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,MCLAUGHLIN_ KYLE,DALLAS,TX,SOFTWARE ENGINEER 1615.36011,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,541512,1,1,0,0,0,0,0,Y,"110,208.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"130,000.00",0,Year,N,N,NA,,,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
I-200-18066-874922,CERTIFIED,3/7/18,3/13/18,H-1B,6/13/18,6/12/21,EBAY INC.,,2025 HAMILTON AVE.,SAN JOSE,CA,95125,UNITED STATES OF AMERICA,,4083764952,,Y,EARLY_ ALEXANDRA,ARLINGTON,VA,SENIOR PRODUCT MANAGER,15-2031,OPERATIONS RESEARCH ANALYSTS,454112,1,0,0,0,0,0,1,Y,"127,234.00",Year,Level IV,OES,2017,OFLC ONLINE DATA CENTER,"170,000.00",0,Year,N,N,NA,,,SAN JOSE,SANTA CLARA,CA,95125,
I-200-18070-503224,DENIED,3/11/18,3/13/18,H-1B,8/31/18,8/30/21,AUCHEL WORLD INC DBA?GRAND PROSPECTS FINANCIAL & INSURANCE,,18631 E GALE AVE,CITY OF INDUSTRY,CA,91748,UNITED STATES OF AMERICA,,6268206169,,N,_,,,STATISTICAL ASSISTANT,43-9111,STATISTICAL ASSISTANTS,52421,1,1,0,0,0,0,0,Y,21.19,Hour,Level I,OES,2017,OFLC ONLINE DATA CENTER,"3,500.00","3,700.00",Month,N,N,,Y,,CITY OF INDUSTRY,LOS ANGELES,CA,91748,
I-200-18069-558069,CERTIFIED,3/10/18,3/15/18,H-1B,5/1/18,4/30/21,A CHINA GLOBAL LOGISTICS INC.,,37-19 MAIN STREET,FLUSHING,NY,11354,UNITED STATES OF AMERICA,,7182230057,,Y,WU_ LULU,FLUSHING,NY,SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541614,1,1,0,0,0,0,0,N,25.77,Hour,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SUR,26,0,Hour,N,N,NA,Y,,FLUSHING,QUEENS,NY,11354,
I-200-18057-262631,CERTIFIED-WITHDRAWN,2/26/18,8/22/18,H-1B,2/26/18,2/25/21,EXLSERVICE.COM_ LLC,,280 PARK AVENUE,NEW YORK,NY,10017,UNITED STATES OF AMERICA,,2122777100,,Y,SOVERN_ GRANT,MADISON,WI,MANAGER - SERVICES,15-1121,COMPUTER SYSTEMS ANALYSTS,541990,1,0,0,0,0,0,1,Y,"84,400.00",Year,N/A,Other,2017,US MBD MERCER BENCHMARK DATABASE IT SURVEY,"84,400.00","109,400.00",Year,N,N,NA,,,JERSEY CITY,HUDSON,NJ,7302,2/28/18
I-200-18039-073593,CERTIFIED,2/28/18,3/6/18,H-1B,8/27/18,8/26/21,INTEL CORPORATION,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4807154205,,Y,SHERIDAN REGUERIN_ SANDRA,PHOENIX,AZ,SOFTWARE ENGINEER,15-1133,SOFTWARE DEVELOPERS_ SYSTEMS SOFTWARE,3344,10,0,10,0,0,0,0,Y,"113,542.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,"113,542.00","121,540.00",Year,N,N,NA,,,SANTA CLARA,SANTA CLARA,CA,95054,
I-200-18067-366120,CERTIFIED,3/8/18,3/14/18,H-1B,3/16/18,3/15/21,ORACLE AMERICA_ INC,N/A,500 ORACLE PARKWAY,REDWOODSHORES,CA,94065,UNITED STATES OF AMERICA,,6505067000,,Y,EMRALINO_ JESTHERLYNN,SANTA CLARA,CA,APPLICATIONS DEVELOPER,15-1132,SOFTWARE DEVELOPERS_ APPLICATIONS,512210,10,2,2,2,0,2,2,Y,"103,293.00",Year,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,"103,293.00","146,173.00",Year,N,N,NA,,,DENVER,DENVER,CO,80237,
